399.24985,0.00558
400.21422,0.00515
401.17859,0.00421
402.14296,0.00336
403.10734,0.00284
404.07171,0.00248
405.03608,0.00220
406.00045,0.00212
406.96482,0.00229
407.92919,0.00259
408.89357,0.00289
409.85794,0.00319
410.82231,0.00345
411.78668,0.00352
412.75105,0.00334
413.71542,0.00299
414.67980,0.00254
415.64417,0.00192
416.60854,0.00121
417.57291,0.00065
418.53728,0.00055
419.50165,0.00091
420.46602,0.00146
421.43040,0.00189
422.39477,0.00204
423.35914,0.00201
424.32351,0.00199
425.28788,0.00217
426.25225,0.00257
427.21663,0.00301
428.18100,0.00332
429.14537,0.00339
430.10974,0.00324
431.07411,0.00292
432.03848,0.00252
433.00286,0.00211
433.96723,0.00175
434.93160,0.00146
435.89597,0.00128
436.86034,0.00123
437.82471,0.00129
438.78909,0.00138
439.75346,0.00146
440.71783,0.00155
441.68220,0.00168
442.64657,0.00183
443.61094,0.00194
444.57532,0.00196
445.53969,0.00187
446.50406,0.00166
447.46843,0.00142
448.43280,0.00124
449.39717,0.00121
450.36155,0.00131
451.32592,0.00147
452.29029,0.00166
453.25466,0.00190
454.21903,0.00226
455.18340,0.00279
456.14777,0.00342
457.11215,0.00397
458.07652,0.00420
459.04089,0.00401
460.00526,0.00347
460.96963,0.00277
461.93400,0.00205
462.89838,0.00143
463.86275,0.00100
464.82712,0.00083
465.79149,0.00092
466.75586,0.00112
467.72023,0.00126
468.68461,0.00121
469.64898,0.00091
470.61335,0.00045
471.57772,-0.00001
472.54209,-0.00031
473.50646,-0.00036
474.47084,-0.00016
475.43521,0.00026
476.39958,0.00079
477.36395,0.00132
478.32832,0.00172
479.29269,0.00194
480.25707,0.00200
481.22144,0.00195
482.18581,0.00184
483.15018,0.00173
484.11455,0.00162
485.07892,0.00154
486.04329,0.00150
487.00767,0.00154
487.97204,0.00162
488.93641,0.00171
489.90078,0.00179
490.86515,0.00188
491.82952,0.00204
492.79390,0.00223
493.75827,0.00240
494.72264,0.00250
495.68701,0.00249
496.65138,0.00243
497.61575,0.00239
498.58013,0.00246
499.54450,0.00267
500.50887,0.00293
501.47324,0.00311
502.43761,0.00311
503.40198,0.00294
504.36636,0.00269
505.33073,0.00246
506.29510,0.00235
507.25947,0.00238
508.22384,0.00249
509.18821,0.00263
510.15259,0.00276
511.11696,0.00285
512.08133,0.00285
513.04570,0.00274
514.01007,0.00253
514.97444,0.00230
515.93881,0.00214
516.90319,0.00215
517.86756,0.00236
518.83193,0.00272
519.79630,0.00311
520.76067,0.00346
521.72504,0.00376
522.68942,0.00401
523.65379,0.00422
524.61816,0.00437
525.58253,0.00442
526.54690,0.00437
527.51127,0.00425
528.47565,0.00410
529.44002,0.00400
530.40439,0.00398
531.36876,0.00403
532.33313,0.00412
533.29750,0.00421
534.26188,0.00428
535.22625,0.00432
536.19062,0.00431
537.15499,0.00429
538.11936,0.00429
539.08373,0.00431
540.04811,0.00436
541.01248,0.00442
541.97685,0.00447
542.94122,0.00451
543.90559,0.00451
544.86996,0.00449
545.83434,0.00445
546.79871,0.00440
547.76308,0.00431
548.72745,0.00418
549.69182,0.00403
550.65619,0.00385
551.62056,0.00365
552.58494,0.00345
553.54931,0.00327
554.51368,0.00309
555.47805,0.00292
556.44242,0.00276
557.40679,0.00263
558.37117,0.00252
559.33554,0.00244
560.29991,0.00237
561.26428,0.00228
562.22865,0.00211
563.19302,0.00187
564.15740,0.00158
565.12177,0.00130
566.08614,0.00108
567.05051,0.00092
568.01488,0.00082
568.97925,0.00076
569.94363,0.00070
570.90800,0.00064
571.87237,0.00060
572.83674,0.00062
573.80111,0.00070
574.76548,0.00081
575.72986,0.00093
576.69423,0.00103
577.65860,0.00109
578.62297,0.00109
579.58734,0.00104
580.55171,0.00091
581.51608,0.00071
582.48046,0.00043
583.44483,0.00010
584.40920,-0.00024
